"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Date exited ""Prospecting ([On hold] Indexer Acquisition)""","hs_v2_date_exited_250613655","datetime","The date and time when the deal exited the 'Prospecting' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Qualified ([On hold] Indexer Acquisition)""","hs_v2_date_exited_250613656","datetime","The date and time when the deal exited the 'Qualified' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Communication Established ([On hold] Indexer Acquisition)""","hs_v2_date_exited_250613657","datetime","The date and time when the deal exited the 'Communication Established' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Confirmation Received ([On hold] Indexer Acquisition)""","hs_v2_date_exited_250613658","datetime","The date and time when the deal exited the 'Confirmation Received' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Onboarding ([On hold] Indexer Acquisition)""","hs_v2_date_exited_250613659","datetime","The date and time when the deal exited the 'Onboarding' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Won (First Query Served) ([On hold] Indexer Acquisition)""","hs_v2_date_exited_250613660","datetime","The date and time when the deal exited the 'Closed Won (First Query Served)' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Lost / Below Par ([On hold] Indexer Acquisition)""","hs_v2_date_exited_250613661","datetime","The date and time when the deal exited the 'Closed Lost / Below Par' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Not Contacted ([On hold] Indexer Relations)""","hs_v2_date_exited_250788236","datetime","The date and time when the deal exited the 'Not Contacted' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Intro Received ([On hold] Indexer Relations)""","hs_v2_date_exited_250788237","datetime","The date and time when the deal exited the 'Intro Received' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Relationship Established ([On hold] Indexer Relations)""","hs_v2_date_exited_250788238","datetime","The date and time when the deal exited the 'Relationship Established' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Insights Shared ([On hold] Indexer Relations)""","hs_v2_date_exited_250788239","datetime","The date and time when the deal exited the 'Insights Shared' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Needs Attention ([On hold] Indexer Relations)""","hs_v2_date_exited_250788240","datetime","The date and time when the deal exited the 'Needs Attention' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Won / Optimized ([On hold] Indexer Relations)""","hs_v2_date_exited_250788241","datetime","The date and time when the deal exited the 'Closed Won / Optimized' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Lost / Churned ([On hold] Indexer Relations)""","hs_v2_date_exited_250788242","datetime","The date and time when the deal exited the 'Closed Lost / Churned' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Ideation (Hackathons)""","hs_v2_date_exited_252470185","datetime","The date and time when the deal exited the 'Ideation' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Planning (Hackathons)""","hs_v2_date_exited_252470186","datetime","The date and time when the deal exited the 'Planning' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Scheduling complete (Hackathons)""","hs_v2_date_exited_252470187","datetime","The date and time when the deal exited the 'Scheduling complete' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Judging complete (Hackathons)""","hs_v2_date_exited_252470188","datetime","The date and time when the deal exited the 'Judging complete' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Hackathon complete (Hackathons)""","hs_v2_date_exited_252470189","datetime","The date and time when the deal exited the 'Hackathon complete' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Won (Hackathons)""","hs_v2_date_exited_252470190","datetime","The date and time when the deal exited the 'Closed Won' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Lost (Hackathons)""","hs_v2_date_exited_252470191","datetime","The date and time when the deal exited the 'Closed Lost' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Qualified (Studio User)""","hs_v2_date_exited_266635592","datetime","The date and time when the deal exited the 'Qualified' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","1.08%","",""
"Date exited ""DIPs Candidate (DIPs)""","hs_v2_date_exited_268585556","datetime","The date and time when the deal exited the 'DIPs Candidate' stage, 'DIPs' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Won (DIPs)""","hs_v2_date_exited_268585561","datetime","The date and time when the deal exited the 'Closed Won' stage, 'DIPs' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Closed Lost (DIPs)""","hs_v2_date_exited_268585562","datetime","The date and time when the deal exited the 'Closed Lost' stage, 'DIPs' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Ecosystem (DevRel) (Chain Integration)""","hs_v2_date_exited_936221982","datetime","The date and time when the deal exited the 'Ecosystem (DevRel)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Churn Risk (Studio User)""","hs_v2_date_exited_949947721","datetime","The date and time when the deal exited the 'Churn Risk' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Date exited ""Churned (Studio User)""","hs_v2_date_exited_949951512","datetime","The date and time when the deal exited the 'Churned' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Churned (BD) (Chain Integration)""","hs_v2_date_exited_987329665","datetime","The date and time when the deal exited the 'Churned (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Pending Mainnet Integration (SE) (Chain Integration)""","hs_v2_date_exited_990297866","datetime","The date and time when the deal exited the 'Pending Mainnet Integration (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Date exited ""Communication established ([Archived] Subgraph upgrade grants)""","hs_v2_date_exited_appointmentscheduled","datetime","The date and time when the deal exited the 'Communication established' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Date exited ""Test transaction confirmed ([Archived] Subgraph upgrade grants)""","hs_v2_date_exited_closedlost","datetime","The date and time when the deal exited the 'Test transaction confirmed' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Date exited ""Provided KYC to Providence ([Archived] Subgraph upgrade grants)""","hs_v2_date_exited_closedwon","datetime","The date and time when the deal exited the 'Provided KYC to Providence' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Provided KYC to E&N ([Archived] Subgraph upgrade grants)""","hs_v2_date_exited_contractsent","datetime","The date and time when the deal exited the 'Provided KYC to E&N' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Committed to use Network ([Archived] Subgraph upgrade grants)""","hs_v2_date_exited_decisionmakerboughtin","datetime","The date and time when the deal exited the 'Committed to use Network' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Grant program understood ([Archived] Subgraph upgrade grants)""","hs_v2_date_exited_presentationscheduled","datetime","The date and time when the deal exited the 'Grant program understood' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date exited ""Call scheduled ([Archived] Subgraph upgrade grants)""","hs_v2_date_exited_qualifiedtobuy","datetime","The date and time when the deal exited the 'Call scheduled' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Appointment Scheduled (Substreams User)""","hs_v2_latest_time_in_1008211814","number","The total time in seconds spent by the deal in the 'Appointment Scheduled' stage, 'Substreams User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Qualified To Buy (Substreams User)""","hs_v2_latest_time_in_1008211815","number","The total time in seconds spent by the deal in the 'Qualified To Buy' stage, 'Substreams User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Presentation Scheduled (Substreams User)""","hs_v2_latest_time_in_1008211816","number","The total time in seconds spent by the deal in the 'Presentation Scheduled' stage, 'Substreams User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Decision Maker Bought-In (Substreams User)""","hs_v2_latest_time_in_1008211817","number","The total time in seconds spent by the deal in the 'Decision Maker Bought-In' stage, 'Substreams User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Contract Sent (Substreams User)""","hs_v2_latest_time_in_1008211818","number","The total time in seconds spent by the deal in the 'Contract Sent' stage, 'Substreams User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Won (Substreams User)""","hs_v2_latest_time_in_1008211819","number","The total time in seconds spent by the deal in the 'Closed Won' stage, 'Substreams User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Lost (Substreams User)""","hs_v2_latest_time_in_1008211820","number","The total time in seconds spent by the deal in the 'Closed Lost' stage, 'Substreams User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Lead (BD) (Chain Integration)""","hs_v2_latest_time_in_1008410399","number","The total time in seconds spent by the deal in the 'Lead (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Inquiries & Leads (HOW3)""","hs_v2_latest_time_in_1017383457","number","The total time in seconds spent by the deal in the 'Inquiries & Leads' stage, 'HOW3' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Response Sent (HOW3)""","hs_v2_latest_time_in_1017383458","number","The total time in seconds spent by the deal in the 'Response Sent' stage, 'HOW3' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Proposal Sent (HOW3)""","hs_v2_latest_time_in_1017383459","number","The total time in seconds spent by the deal in the 'Proposal Sent' stage, 'HOW3' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Contract Signed (HOW3)""","hs_v2_latest_time_in_1017383460","number","The total time in seconds spent by the deal in the 'Contract Signed' stage, 'HOW3' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Contract Sent (HOW3)""","hs_v2_latest_time_in_1017383461","number","The total time in seconds spent by the deal in the 'Contract Sent' stage, 'HOW3' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Lost (HOW3)""","hs_v2_latest_time_in_1017462692","number","The total time in seconds spent by the deal in the 'Closed Lost' stage, 'HOW3' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Paid (HOW3)""","hs_v2_latest_time_in_1018739339","number","The total time in seconds spent by the deal in the 'Paid' stage, 'HOW3' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Hold (Studio User)""","hs_v2_latest_time_in_1050698117","number","The total time in seconds spent by the deal in the 'Hold' stage, 'Studio User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Reached Out (BD) (Chain Integration)""","hs_v2_latest_time_in_135954722","number","The total time in seconds spent by the deal in the 'Reached Out (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.12%","",""
"Latest time in ""Discovery Complete (BD) (Chain Integration)""","hs_v2_latest_time_in_135954723","number","The total time in seconds spent by the deal in the 'Discovery Complete (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.1%","",""
"Latest time in ""Negotiating (BD) (Chain Integration)""","hs_v2_latest_time_in_135954724","number","The total time in seconds spent by the deal in the 'Negotiating (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Latest time in ""Proposal Sent (BD) (Chain Integration)""","hs_v2_latest_time_in_135954725","number","The total time in seconds spent by the deal in the 'Proposal Sent (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.1%","",""
"Latest time in ""Signed (Legal) (Chain Integration)""","hs_v2_latest_time_in_135954726","number","The total time in seconds spent by the deal in the 'Signed (Legal)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Latest time in ""Paid (Finance) (Chain Integration)""","hs_v2_latest_time_in_135954727","number","The total time in seconds spent by the deal in the 'Paid (Finance)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Latest time in ""Non-EVM: Firehose Integrated (SE) (Chain Integration)""","hs_v2_latest_time_in_135954728","number","The total time in seconds spent by the deal in the 'Non-EVM: Firehose Integrated (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Latest time in ""Published and curated ([Archived] Subgraph upgrade grants)""","hs_v2_latest_time_in_136059794","number","The total time in seconds spent by the deal in the 'Published and curated' stage, '[Archived] Subgraph upgrade grants' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Latest time in ""Connected to production ([Archived] Subgraph upgrade grants)""","hs_v2_latest_time_in_136059795","number","The total time in seconds spent by the deal in the 'Connected to production' stage, '[Archived] Subgraph upgrade grants' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""RPC Provided (SE) (Chain Integration)""","hs_v2_latest_time_in_136845875","number","The total time in seconds spent by the deal in the 'RPC Provided (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Latest time in ""Using different solution ([Archived] Subgraph upgrade grants)""","hs_v2_latest_time_in_137968473","number","The total time in seconds spent by the deal in the 'Using different solution' stage, '[Archived] Subgraph upgrade grants' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Appointment scheduled ([Archived] Premium Service)""","hs_v2_latest_time_in_145861458","number","The total time in seconds spent by the deal in the 'Appointment scheduled' stage, '[Archived] Premium Service' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Latest time in ""Qualified to buy ([Archived] Premium Service)""","hs_v2_latest_time_in_145861459","number","The total time in seconds spent by the deal in the 'Qualified to buy' stage, '[Archived] Premium Service' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Presentation scheduled ([Archived] Premium Service)""","hs_v2_latest_time_in_145861460","number","The total time in seconds spent by the deal in the 'Presentation scheduled' stage, '[Archived] Premium Service' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Verbal commitment given ([Archived] Premium Service)""","hs_v2_latest_time_in_145861461","number","The total time in seconds spent by the deal in the 'Verbal commitment given' stage, '[Archived] Premium Service' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Contract sent ([Archived] Premium Service)""","hs_v2_latest_time_in_145861462","number","The total time in seconds spent by the deal in the 'Contract sent' stage, '[Archived] Premium Service' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed won ([Archived] Premium Service)""","hs_v2_latest_time_in_145861463","number","The total time in seconds spent by the deal in the 'Closed won' stage, '[Archived] Premium Service' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed lost ([Archived] Premium Service)""","hs_v2_latest_time_in_145861464","number","The total time in seconds spent by the deal in the 'Closed lost' stage, '[Archived] Premium Service' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Outreach Pending ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_175821091","number","The total time in seconds spent by the deal in the 'Outreach Pending' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.52%","",""
"Latest time in ""Initial Comms Sent ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_175882633","number","The total time in seconds spent by the deal in the 'Initial Comms Sent' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.11%","",""
"Latest time in ""First Subgraph Upgraded ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_175882635","number","The total time in seconds spent by the deal in the 'First Subgraph Upgraded' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.12%","",""
"Latest time in ""Majority Subgraphs Upgraded ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_175882636","number","The total time in seconds spent by the deal in the 'Majority Subgraphs Upgraded' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.42%","",""
"Latest time in ""Majority Traffic Upgraded ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_175882637","number","The total time in seconds spent by the deal in the 'Majority Traffic Upgraded' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.19%","",""
"Latest time in ""Closed Upgrade Complete ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_175882638","number","The total time in seconds spent by the deal in the 'Closed Upgrade Complete' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Latest time in ""Closed Account Lost ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_175897379","number","The total time in seconds spent by the deal in the 'Closed Account Lost' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Latest time in ""Not Prioritizing ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_176125761","number","The total time in seconds spent by the deal in the 'Not Prioritizing' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.28%","",""
"Latest time in ""No Known Contact ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_176228872","number","The total time in seconds spent by the deal in the 'No Known Contact' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Latest time in ""Verbal Commitment Received ([Archived] Sunbeam Upgrades)""","hs_v2_latest_time_in_177113452","number","The total time in seconds spent by the deal in the 'Verbal Commitment Received' stage, '[Archived] Sunbeam Upgrades' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Latest time in ""Integrating (SE) (Chain Integration)""","hs_v2_latest_time_in_213652827","number","The total time in seconds spent by the deal in the 'Integrating (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Latest time in ""PRs pending merge/release (SE) (Chain Integration)""","hs_v2_latest_time_in_214299818","number","The total time in seconds spent by the deal in the 'PRs pending merge/release (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Latest time in ""Testing (SE) (Chain Integration)""","hs_v2_latest_time_in_214299819","number","The total time in seconds spent by the deal in the 'Testing (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Latest time in ""Studio Integration Done (SE) (Chain Integration)""","hs_v2_latest_time_in_214299820","number","The total time in seconds spent by the deal in the 'Studio Integration Done (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Latest time in ""Comarketing (Marketing) (Chain Integration)""","hs_v2_latest_time_in_214299821","number","The total time in seconds spent by the deal in the 'Comarketing (Marketing)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Latest time in ""Chain Docs In Progress (SE) (Chain Integration)""","hs_v2_latest_time_in_214299822","number","The total time in seconds spent by the deal in the 'Chain Docs In Progress (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.04%","",""
"Latest time in ""Indexing Rewards Inquiry (Foundation) (Chain Integration)""","hs_v2_latest_time_in_214299823","number","The total time in seconds spent by the deal in the 'Indexing Rewards Inquiry (Foundation)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.04%","",""
"Latest time in ""Indexing Rewards Enabled (SE) (Chain Integration)""","hs_v2_latest_time_in_214299824","number","The total time in seconds spent by the deal in the 'Indexing Rewards Enabled (SE)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.04%","",""
"Latest time in ""Completed (BD) (Chain Integration)""","hs_v2_latest_time_in_214299825","number","The total time in seconds spent by the deal in the 'Completed (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.03%","",""
"Latest time in ""Deprecated (BD) (Chain Integration)""","hs_v2_latest_time_in_214299826","number","The total time in seconds spent by the deal in the 'Deprecated (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Rejected by us (BD) (Chain Integration)""","hs_v2_latest_time_in_214299827","number","The total time in seconds spent by the deal in the 'Rejected by us (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Rejected by Chain (BD) (Chain Integration)""","hs_v2_latest_time_in_214299828","number","The total time in seconds spent by the deal in the 'Rejected by Chain (BD)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Latest time in ""Contract Sent (Legal) (Chain Integration)""","hs_v2_latest_time_in_215288220","number","The total time in seconds spent by the deal in the 'Contract Sent (Legal)' stage, 'Chain Integration' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Latest time in ""Discovery (Studio User)""","hs_v2_latest_time_in_239256614","number","The total time in seconds spent by the deal in the 'Discovery' stage, 'Studio User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Latest time in ""Active User (Studio User)""","hs_v2_latest_time_in_239256617","number","The total time in seconds spent by the deal in the 'Active User' stage, 'Studio User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.08%","",""
"Latest time in ""Committed (Studio User)""","hs_v2_latest_time_in_239256618","number","The total time in seconds spent by the deal in the 'Committed' stage, 'Studio User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","93.67%","",""
"Latest time in ""Not Interested (Studio User)""","hs_v2_latest_time_in_239256619","number","The total time in seconds spent by the deal in the 'Not Interested' stage, 'Studio User' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Latest time in ""Reached Out (BD) (RaaS Partnerships)""","hs_v2_latest_time_in_239484765","number","The total time in seconds spent by the deal in the 'Reached Out (BD)' stage, 'RaaS Partnerships' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Discovery Complete (BD) (RaaS Partnerships)""","hs_v2_latest_time_in_239484766","number","The total time in seconds spent by the deal in the 'Discovery Complete (BD)' stage, 'RaaS Partnerships' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Negotiating Commercials (BD) (RaaS Partnerships)""","hs_v2_latest_time_in_239484767","number","The total time in seconds spent by the deal in the 'Negotiating Commercials (BD)' stage, 'RaaS Partnerships' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Contract Draft Sent (BD) (RaaS Partnerships)""","hs_v2_latest_time_in_239484768","number","The total time in seconds spent by the deal in the 'Contract Draft Sent (BD)' stage, 'RaaS Partnerships' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Contract Signed (Legal) (RaaS Partnerships)""","hs_v2_latest_time_in_239484769","number","The total time in seconds spent by the deal in the 'Contract Signed (Legal)' stage, 'RaaS Partnerships' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Active Partnership (RaaS Partnerships)""","hs_v2_latest_time_in_239484770","number","The total time in seconds spent by the deal in the 'Active Partnership' stage, 'RaaS Partnerships' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""Closed Lost (RaaS Partnerships)""","hs_v2_latest_time_in_239484771","number","The total time in seconds spent by the deal in the 'Closed Lost' stage, 'RaaS Partnerships' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Latest time in ""[BD] Needs Checking ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_latest_time_in_243828789","number","The total time in seconds spent by the deal in the '[BD] Needs Checking' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline since it last entered this stage","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.03%","",""
